Country,EdLevel,YearsCodePro,Employment,Salary
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Employed, full-time",47241.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",8,"Employed, full-time",76433.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",117000.0
Finland,Some college/university study without earning a degree,6,"Employed, full-time",40956.0
"Iran, Islamic Republic of...","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",4260.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",113000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",140800.0
New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,"Employed, full-time",110975.0
Australia,"Associate degree (A.A., A.S., etc.)",8,"Employed, full-time",141542.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Employed, full-time",110000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, part-time",93696.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",75000.0
Canada,"Associate degree (A.A., A.S., etc.)",Less than 1 year,"Employed, full-time",46850.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time;Independent contractor, freelancer, or self-employed",66540.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,"Employed, full-time",48360.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,"Employed, full-time",185000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",107800.0
United States of America,"Professional degree (JD, MD, etc.)",8,"Employed, full-time",300000.0
Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",124103.0
Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,"Employed, full-time",696900.0
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",10236.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",114642.0
Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,"Employed, full-time;Independent contractor, freelancer, or self-employed",39480.0
South Korea,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",31662.0
Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",38388.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",8592.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",9,"Employed, full-time",145000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",74651.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",21925.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",30953.0
Israel,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,"Employed, full-time",466332.0
Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",6,"Employed, full-time",74651.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",464304.0
Russian Federation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,"Employed, full-time",10392.0
Belarus,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",6036.0
Australia,Something else,Less than 1 year,"Independent contractor, freelancer, or self-employed",70750.0
Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",87024.0
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",13104.0
Bangladesh,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",8184.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",55458.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",23215.0
Japan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",42348.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",25794.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",99080.0
Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, part-time",144540.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",5159.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",6192.0
Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",117864.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time;Independent contractor, freelancer, or self-employed",44700.0
United States of America,Some college/university study without earning a degree,4,"Employed, full-time",178400.0
United States of America,"Associate degree (A.A., A.S., etc.)",30,"Employed, full-time;Independent contractor, freelancer, or self-employed",160000.0
Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",125544.0
Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",10,"Employed, full-time",63986.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",220000.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,"Employed, full-time",69318.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",27,"Employed, full-time",178000.0
Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",123888.0
Brazil,"Associate degree (A.A., A.S., etc.)",4,"Employed, full-time",21192.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",25794.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",2316.0
Denmark,Some college/university study without earning a degree,25,"Employed, full-time;Independent contractor, freelancer, or self-employed",140524.0
Pakistan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,"Employed, full-time;Independent contractor, freelancer, or self-employed",17952.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",47990.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",25,"Employed, full-time",89879.0
South Korea,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",55408.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",4968.0
Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,"Employed, full-time",16380.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",54108.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",62979.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Independent contractor, freelancer, or self-employed",42657.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Employed, full-time",18056.0
Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time;Independent contractor, freelancer, or self-employed",47990.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",44400.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",11592.0
Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",67394.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Independent contractor, freelancer, or self-employed",7740.0
Canada,Some college/university study without earning a degree,3,"Employed, full-time",62467.0
United States of America,Some college/university study without earning a degree,5,"Employed, full-time",110000.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",639864.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",210500.0
Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,"Employed, full-time",22080.0
Japan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",125471.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",20736.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Independent contractor, freelancer, or self-employed",73584.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",75000.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, part-time",42657.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",285000.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,"Employed, full-time;Independent contractor, freelancer, or self-employed",63984.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,"Employed, full-time;Independent contractor, freelancer, or self-employed",60000.0
United States of America,"Associate degree (A.A., A.S., etc.)",6,"Employed, full-time",60000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,"Employed, full-time;Independent contractor, freelancer, or self-employed",2520000.0
Hong Kong (S.A.R.),"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,"Employed, full-time",114708.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",28374.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",5,"Employed, full-time",104034.0
Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, part-time",42402.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",8899.0
Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",25896.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",58872.0
Finland,"Professional degree (JD, MD, etc.)",1,"Employed, full-time",53322.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",125000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",30948.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time;Independent contractor, freelancer, or self-employed",150000.0
South Africa,Some college/university study without earning a degree,36,"Independent contractor, freelancer, or self-employed",50575.0
India,Some college/university study without earning a degree,3,"Employed, full-time",64500.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,"Employed, full-time",78419.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,"Employed, full-time",152158.0
United States of America,Primary/elementary school,14,"Employed, full-time;Independent contractor, freelancer, or self-employed",165000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",6192.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",586540.0
"Iran, Islamic Republic of...","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",62412.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",54852.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, part-time",17916.0
United States of America,Some college/university study without earning a degree,9,"Employed, full-time",130000.0
Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time;Independent contractor, freelancer, or self-employed",3864.0
Finland,"Other doctoral degree (Ph.D., Ed.D., etc.)",Less than 1 year,"Employed, full-time",71664.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, part-time",72187.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",19346.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",540396.0
Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time",569100.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",58654.0
Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",38388.0
United States of America,"Associate degree (A.A., A.S., etc.)",3,"Employed, full-time",177000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time",49540.0
Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",118380.0
United States of America,Primary/elementary school,Less than 1 year,"Employed, part-time",100000.0
United States of America,"Associate degree (A.A., A.S., etc.)",20,"Employed, full-time",102000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",88464.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",31992.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",22,"Independent contractor, freelancer, or self-employed",468000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",25956.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",30308.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",154764.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",47990.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",70385.0
Mauritius,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",16980.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,"Employed, full-time",127972.0
Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time;Independent contractor, freelancer, or self-employed",34943.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",23220.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Employed, full-time",40608.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",2904.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",115000.0
France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",57588.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",180000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",904608.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,"Employed, full-time",108689.0
India,Some college/university study without earning a degree,4,"Employed, full-time",6960.0
Lithuania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",61853.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time;Independent contractor, freelancer, or self-employed",67824.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,"Employed, full-time",74651.0
Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,"Employed, full-time",103705.0
Brazil,Primary/elementary school,2,"Employed, full-time",11220.0
Bangladesh,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",6144.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",37325.0
Taiwan,"Professional degree (JD, MD, etc.)",9,"Employed, full-time",33801.0
Thailand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time;Independent contractor, freelancer, or self-employed",63228.0
